Model,Fold,Feature,Importance
LogReg_miRNA,1,bta-miR-2310_st,-0.011139079917488894
LogReg_miRNA,1,bta-miR-2316_st,-0.020237307567061685
LogReg_miRNA,1,bta-miR-2325b_st,-0.0182664675624233
LogReg_miRNA,1,bta-miR-2348_st,-0.016362764310566623
LogReg_miRNA,1,bta-miR-2391_st,0.0021956280728176645
LogReg_miRNA,1,bta-miR-2428_st,-0.01451745274957437
LogReg_miRNA,1,bta-miR-2436-5p_st,-0.009287078200831324
LogReg_miRNA,1,bta-miR-2451_st,-0.011934093692140301
LogReg_miRNA,1,bta-miR-2468_st,0.02714092094404591
LogReg_miRNA,1,bta-miR-25_st,-0.02624677976500419
LogReg_miRNA,1,bta-miR-27a-3p_st,0.0071018773461263805
LogReg_miRNA,1,bta-miR-27a-5p_st,-0.029084699180266255
LogReg_miRNA,1,bta-miR-2885_st,-0.015793476473599924
LogReg_miRNA,1,bta-miR-2887_st,-0.010901057897355373
LogReg_miRNA,1,bta-miR-296_st,-0.0228953384378016
LogReg_miRNA,1,bta-miR-29a_st,0.023801531525004367
LogReg_miRNA,1,bta-miR-29c_st,0.012792509410036366
LogReg_miRNA,1,bta-miR-34a_st,0.005217344454346542
LogReg_miRNA,1,bta-miR-361_st,-0.04009240366450348
LogReg_miRNA,1,bta-miR-370_st,0.01887761439079322
LogReg_miRNA,1,bta-miR-378_st,-0.007836513004802554
LogReg_miRNA,1,bta-miR-379_st,0.025132332402241168
LogReg_miRNA,1,bta-miR-382_st,0.009477945497327705
LogReg_miRNA,1,bta-miR-423-3p_st,-0.005477641077358842
LogReg_miRNA,1,bta-miR-424-star_st,0.011048518936751735
LogReg_miRNA,1,bta-miR-432_st,0.00911745319799277
LogReg_miRNA,1,bta-miR-433_st,-0.0008108405227745497
LogReg_miRNA,1,bta-miR-485_st,0.01378984962849186
LogReg_miRNA,1,bta-miR-487b_st,0.018005431355869884
